source,text,rater1,rater2
kubernetes,"under cluster, do you have certificate-authority?",NL,NL
kubernetes,so what should I do to fix it ? ),NL,NL
kubernetes,"hi everyone, i started using the 1.8 release of kubernetes today and when ever I try to delete a statefulset, i get a panic with the following trace:",NL,NL
kubernetes,does somebody know how I can get the fluentd-elasticsearch in debug mode?,NL,NL
kubernetes,my deployment?,NL,NL
kubernetes,watch.go:41] Watch subnets: client: etcd cluster is unavailable or misconfigured,Not,NL
kubernetes,password: *****,Not,Not
kubernetes,it was some configuration thing,NL,NL
kubernetes,"from what i can recall, i spinned up like 2 or 3 clusters and started getting frustrated... on the 3rd i went for a coffee and when i came back it was ok... d'oh",NL,NL
kubernetes,Not Sure I always see these while running kubeadm init [kubelet-check] The HTTP call equal to 'curl -sSL http://localhost:10255/healthz/syncloop' failed with error: Get http://localhost:10255/healthz/syncloop: dial tcp [::1]:10255: getsockopt: connection refused. [kubelet-check] It seems like the kubelet isn't running or healthy. [kubelet-check] The HTTP call equal to 'curl -sSL http://localhost:10255/healthz' failed with error: Get http://localhost:10255/healthz: dial tcp [::1]:10255: getsockopt: connection refused. In Some blog I seen that we can ignore,NL,NL
kubernetes,"yeah, sorry that I don't have an actual link to walk you through. But part of the reason for using kubeadm is it makes a large part of the process easy",NL,NL
kubernetes,"@spotter can you check your service config to make sure, you are proxying the correct ports",NL,NL
kubernetes,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.831889 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54060: remote error: tls: bad certificate,Not,Not
kubernetes,@bharat not easily. Probably best to use @grampelberg 's link,NL,NL
kubernetes,"I would say, check in kube-proxy log while initiating a request",NL,NL
kubernetes,name: pricelabel,Not,Not
kubernetes,What do you mean ?,NL,NL
kubernetes,And you're sure it's serving on port 5000 in the container?,NL,NL
kubernetes,"@tamal based on my experience, maybe I'm wrong, when I set imagePullPolicy: always that only triggers image pull when I execute the deployment explicitly. restartPolicy: Always simply sends the docker start command to a stopped container to make sure the container is always up.",NL,NL
kubernetes,The nginx Ingress controller supports upgrading to a WebSocket connection,NL,NL
kubernetes,what do the logs from the crashing pod say?,NL,NL
kubernetes,root 719 0.0 0.3 18196 3132 ? Ss 17:00 0:00 /bin/bash,Not,Not
kubernetes,maybe u can use NodePort and manually bind AWS ELBs' ports,NL,NL
kubernetes,I use the exact same configuration to create a cluster for 1.7.8 and the worker node is successfully registered:,NL,NL
kubernetes,Check your uer credentials in kube config,NL,NL
kubernetes,you don't need it,NL,NL
kubernetes,@U7JU2PH2N at my work we usually run stuff locally in docker and then when it's time to start testing add it to the CI/CD pipeline for development,NL,NL
kubernetes,tr,NL,Not
kubernetes,@mauilion any idea on this by any change? (see the previous comment as well),NL,NL
kubernetes,Does anyone know if a k8s object auditing tool exists?,NL,NL
kubernetes,kubectl describe pod shows Error syncing pod,NL,NL
kubernetes,no logs whatsoever - kubectl logs ares --namespace=dev,NL,NL
kubernetes,That should work. The overlay will take care of adding routes for your pods and kube-proxy will add iptables rules on all nodes to let them reach Service IPs,NL,NL
kubernetes,ok. Just change https://github.com/kubernetes/client-go/blob/master/examples/workqueue/main.go slightly,NL,NL
kubernetes,"@masteinhauser yes, and CRUD on RoleBinding, as well as bind permission on the clusterroles you'd want it to be able to bind to, right?",NL,NL
kubernetes,--register-node=true,Not,Not
kubernetes,Classic ELB?,NL,NL
kubernetes,"dns works, we can reoslve the service ip",NL,NL
kubernetes,"Error: found in requirements.yaml, but missing in charts/ directory: alertmanager, prometheus",Not,NL
kubernetes,exit,NL,NL
kubernetes,dns issues are usually related to networking....,NL,NL
kubernetes,"oh, maybe I know",NL,NL
kubernetes,@jeffhub how the hell did you find this article? your google foo is clearly superior.,NL,NL
kubernetes,@pl I want to do somthing like that to have a real graceful stop with niginx :,NL,NL
kubernetes,configMap:,Not,Not
kubernetes,through ingress?,NL,NL
kubernetes,--cluster_domain=cluster.local \,Not,Not
kubernetes,"Hi guys when setting up TLS I see secret is there in ingress, yet it takes the cluster certificate when browsing to the endpoint/domain.",NL,NL
kubernetes,@heckj tks!,NL,NL
kubernetes,"I have functional tests that I want to run a s part of a Jenkins build pipeline. I'm currently running them in a bare pod, rather than in a job, because I don't want the tests rerun in case of failure. Is it reasonable to use a bare pod?",NL,NL
kubernetes,"hmm, the script does exit cleanly when user logs off SSH. Maybe Jobs will work... Let me give it a shot.",NL,NL
kubernetes,"Yes, use minikube",NL,NL
kubernetes,Oct 26 17:37:29 test178-minion-MTvrc kubelet-wrapper[1194]: I1026 17:37:29.077658 1194 aws.go:769] Zone not specified in configuration file; querying AWS metadata service,Not,Not
kubernetes,"Sorry if I missed this one in the documentation.. cant seem to find this in the google, I am trying to add an instance group, I do the kops create ig <name> I edit the file.. save it, then run kops update -y (shortened), it gives some output, but nothing is created it seems, I also tried rolling-update.. nothing seems to be coming up in AWS.. is there somewhere to debug this so I can see what the problem might be?",NL,NL
kubernetes,path: /var/log,Not,Not
kubernetes,--token,Not,Not
kubernetes,@U7LULHTJL Look at Drone and Honestbee,NL,NL
kubernetes,You are forgetting the k8s overlay network. And is better use pods in 10.4.0.0/16 and services in 10.5.0.0/16,NL,NL
kubernetes,any of you know how to get a ingress in kubernetes with traefik for Websockets ?,NL,NL
kubernetes,you should be able to chown that directory to the user you're using for that docker image,NL,NL
kubernetes,image: ajmulholland/fluentd-kube:v0.3,Not,Not
kubernetes,"That should run as service not pod, right?",NL,NL
kubernetes,"Ah, something tells me you may not have configured cluster dns correctly. You should try kubeadm. It trivializes all of that stuff. https://kubernetes.io/docs/setup/independent/create-cluster-kubeadm/",NL,NL
kubernetes,"Hi! I'm migrating applications from an old cluster to a new one. Question: as I would like to move my StatefulSets (with their volumes) is there a way to do it? I'm not interested in uptime, as these are just test clusters, but I would like to know how to migrate the PVs and how to rebind them, if possible. (on AWS)",NL,NL
kubernetes,disabled,NL,NL
kubernetes,@nottinhill yeah a context is a logical definition of a cluster with kubectl,NL,NL
kubernetes,@U7NBP9Y2Z do you mean to switch between them?,NL,NL
kubernetes,ca.pem,Not,Not
kubernetes,"Credentials are admin, correct!",NL,NL
kubernetes,Does anyone know how the kubectl get pods command figures out that the pod is in status Running? I'm looking through the code but havent found it yet.,NL,NL
kubernetes,"Being not pingable doesn't mean that the pod is unreachable. Ping is over ICMP protocol, which there's no relation with postgres over 5432",NL,NL
kubernetes,the dev env is to big,NL,NL
kubernetes,$ kubectl get pod busybox,Not,Not
kubernetes,"@mattnworb No, the ConfigMap and Pod have to be in the same namespace",NL,NL
kubernetes,ERROR: logging before flag.Parse: I1026 21:33:17.410003 1 dnsprobe.go:75] Starting dnsProbe {Label:kubedns Server:127.0.0.1:10053 Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1},Not,NL
kubernetes,"If you are trying connect in your postgres server from another pod, using the DNS name should work.",NL,NL
kubernetes,i prefer to run everything remotely,NL,NL
kubernetes,E1026 22:03:50.476883 1 reflector.go:199] k8s.io/dns/vendor/k8s.io/client-go/tools/cache/reflector.go:94: Failed to list *v1.Service: Get https://10.210.0.1:443/api/v1/services?resourceVersion=0: dial tcp 10.210.0.1:443: i/o timeout,Not,Not
kubernetes,- path: /.*\.(jpg|js$|css|html|png|bmp|gif),Not,Not
kubernetes,you need to add some scripting,NL,NL
kubernetes,@U7JTRT5QS in certificate-authority can you ensure you have the public key of the ca,NL,NL
kubernetes,what is difference between ingress and ingresscontroller,NL,NL
kubernetes,Ok this is weird - I have roundrobin turned on my router so that traffic hits 2 diff pods equally. When I run a Curl it works great and I see traffic alternating between the 2 pods. But when I view the page in my browser (incognito or not) it keeps showing the same pod. Never goes to the other. Any idea on how to route traffic to the other pod?,NL,NL
kubernetes,your solution suits my requirements perfectly. I want to deploy a set of ingress controllers but only on designated servers,NL,NL
kubernetes,Let me know if that works,NL,NL
kubernetes,Ubuntu,NL,NL
kubernetes,Any of you running PHP code in containers and in k8s?,NL,NL
kubernetes,"When I run root@pricelabel-app-249837175-mvjw6:/~# ./price-project & exit and I leave the bash, my script works",NL,NL
kubernetes,you don't have the ca.pem,NL,NL
kubernetes,Does it matter if my SHA-2 is full Root SHA-2 or if Root CA is SHA-1 encrypted?,NL,NL
kubernetes,where hostname is the svc name?,NL,NL
kubernetes,It looks like you have the wrong selector in the service manifest. You'll want to match the label you applied to the deployment. foot-test rather than foo-test-svc.,NL,NL
kubernetes,"To generate, you can set token file in your api server",NL,NL
kubernetes,"So I can just have a NodePort service and it will work, @U7RG1QSNS",NL,NL
kubernetes,CERTS,Not,Not
kubernetes,so is the limitation due to something like this hasn't been implemented yet or that kind of global configuration goes against kubernetes' paradigms,NL,NL
kubernetes,your ip is the svc ip,NL,NL
kubernetes,https://github.com/appscode/kubernetes/blob/e5e972a381950bbf74e3a22e5ea8718c28bd2cda/cluster/addons/calico-policy-controller/calico-node-daemonset.yaml#L120,Not,Not
kubernetes,type: amazonEBS,Not,Not
kubernetes,don't know. not even sure it's in kubectl yet,NL,NL
kubernetes,"Hi guys!! How to access endpoints like traefik-web-ui.kube-system in local network, from my laptop for example ?",NL,NL
kubernetes,So conjure-up is like kubeadm but does the provider stuff for you ?,NL,NL
kubernetes,"i don't know specific to kubernetes, but on that host if you can do docker ps -a and see the container that exited before the new one started, then you can do docker logs <containerid>",NL,NL
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break,Not,Not
kubernetes,sharing it,NL,NL
kubernetes,exec: \\\\\\\sh\\\\\\\: executable file not found in $PATH\\\\\n\,Not,Not
kubernetes,@mdavidsen default busybox 0/1 Error 0 42m,Not,NL
kubernetes,Take a look at OpenTracing,NL,NL
kubernetes,"basically, to reach a service running in Cluster-1 from Cluster-2, that service must first be publically accessible from Cluster-1, meaning you can call it from outside cluster-1. Then you use that same exact URL to access the service from pods running inside Cluster-2.",NL,NL
kubernetes,correct,NL,NL
kubernetes,"for the ingress object, is it possible to have a host rule that will cover the url with and without www?",NL,NL
kubernetes,So I need two services if I want to expose it on a NodePort,NL,NL
kubernetes,"Sensible, yes. lol",NL,NL
kubernetes,Failed to create client: ERROR communicating with apiserver: the server has asked for the client to provide credentials,Not,NL
kubernetes,Can you paste the output of kubectl get nodes?,NL,NL
kubernetes,what are you guy using for StorageClass?,NL,NL
kubernetes,i'mean. are u sure u are looking in the right namespace?,NL,NL
kubernetes,Name:kubernetes.default.svc.cluster.local. Interval:5s Type:1,Not,Not
kubernetes,servicePort: 8090,Not,Not
kubernetes,@jeffhub well all I know is that all my clusters are on GKE,NL,NL
kubernetes,Perhaps change order. I call the get-credentials near end before the kubectl commands:,NL,NL
kubernetes,"Hi, I would to create new instance group as part of my configmap (in my case creation of ES) is there option to perform this ?",NL,NL
kubernetes,Any quick way to check how many pods a node can adjust?,NL,NL
kubernetes,it's a rarely-used directory but needs upload/download ability. just trying to finish QA for migrating 13-year-old legacy LAMP app to k8s and gke so can shift to building out new stack. this is my final hiccup.,NL,NL
kubernetes,Thanks. Will bear that in mind.,NL,NL
kubernetes,Was there a mismatch in the end?,NL,NL
kubernetes,"I mean, do services stop sending NEW traffic to a deleted pod before the SIGTERM signal is sent to the pod main process",NL,NL
kubernetes,tx @jpweber,NL,NL
kubernetes,when I go to delete it to try again it times out with this sync error and I have no idea whats going on. I can't even exec into the pods and check namepaces nothing. I know it's not a quota issue I think I'm good there,NL,NL
kubernetes,from the node,NL,NL
kubernetes,@slavin.zach yeah it makes sensethanks,NL,NL
kubernetes,Make sense of this for me please.,NL,NL
kubernetes,"Maybe I didn't configure docker's network correctly enough? I have 1 master/1 node atm, am I supposed to have something handling the network for me yet?",NL,NL
kubernetes,"We had/have similar issues. Our seem to be caused by DiskPressure, but we haven't been able to confirm this.",NL,NL
kubernetes,value: elasticsearch,Not,Not
kubernetes,ctually i use OIDC and refresh tokens but that is out of the scope of what ur asking so i removed those parts from the config i pasted,NL,NL
kubernetes,No,NL,NL
kubernetes,which command?,NL,NL
kubernetes,"It's not ideal, but is doing the job. My next step would be to create a CLI tool that the devs can whip up those templates and scripts quickly. k8sdeploy create staging --app-name= --container-name= etc",NL,NL
kubernetes,--register-node=true \,Not,Not
kubernetes,"we have an old k8s 1.3 cluster in production, where one of the nodes lost the ability to have containers on it connectable via service IPs (both on node and from other nodes). how does on debug this?",NL,NL
kubernetes,@ghop02 Try rsync,NL,NL
kubernetes,alertmanager-fcbcdfc7-d6nx5 1/1 Running 0 4h,Not,Not
kubernetes,data:,Not,NL
kubernetes,is cluster-1 running in an environment that is firewalled at all?,NL,NL
kubernetes,--insecure-bind-address=127.0.0.1 --insecure-port=8080,Not,Not
kubernetes,iptables-save | grep hostnames,Not,Not
kubernetes,i need some help of someone using k8s on google cloud,NL,NL
kubernetes,ah,NL,NL
kubernetes,hm ... how to get persistentvolumes asttached for pods per namespace ?,NL,NL
kubernetes,I think that's done so that it won't overlap with any other RFC 1918 ranges currently in use with your network,NL,NL
kubernetes,there are examples of nfs in the kubernetes repo. https://github.com/kubernetes/examples/tree/master/staging/volumes/nfs,NL,NL
kubernetes,@U7FCJNU58 are you trying to update a deployment? you can't update labels after the first creation,NL,NL
kubernetes,it's the same as before. Same thing is in my kubeconfig under client-certificate-data. I did the base64 decode. and it looks the same,NL,NL
kubernetes,PDName: postgres-blah-data-disk,Not,Not
kubernetes,^ yep. the -p flag should let you pull logs from a stopped container,NL,NL
kubernetes,I am not sure..,NL,NL
kubernetes,we have multiple data providers with multiple formats and connection types that come in on different ports.,NL,NL
kubernetes,Have you tried it?,NL,NL
kubernetes,namespace?,NL,NL
kubernetes,on centos vm,Not,NL
kubernetes,that was my first thought,NL,NL
kubernetes,Given the following:,NL,NL
kubernetes,spec:,Not,NL
kubernetes,there is no live migration in kubernetes,NL,NL
kubernetes,"Hello. Where can I find someone who knows how to monitor pods probes states - ie ready vs unready? We are having some issues, but I can't find the way how to check at which times the pods were unready or not, does anyone has some idea?",NL,NL
kubernetes,for kubeconfigs authentications,NL,NL
kubernetes,yup I know but it seems dead for today,NL,NL
kubernetes,also see https://github.com/docker-library/php/issues/186,NL,NL
kubernetes,@U7N4JEF9U Downgrade to Docker 1.12.6 to start with. 17.09 is not validated with kubernetes,NL,NL
kubernetes,If you need containers in separated pods -> created separated deployments,NL,NL
kubernetes,Does pod cidr + service cidr need to be a real subnet? meaning if all of my hosts are on 192.168.13.0/24 could I just pick 10.32.1.0/24 for pod subnet?,NL,NL
kubernetes,In what sense?,NL,NL
kubernetes,"I've already tried thatNone of the solutions worked for me, elasticsearch is crashing because it says that it has no access to the folder",NL,NL
kubernetes,it will only prevent new ones from being scheduled,NL,NL
kubernetes,"got, it! Thanks a lot!",NL,NL
kubernetes,@U7N4JEF9U https://github.com/kubernetes/kubernetes/blob/master/CHANGELOG-1.8.md#external-dependencies is my source for this information,NL,NL
kubernetes,you know the magic ? hehe,NL,NL
kubernetes,this for mongo: Name: mongo-controller-qm4wn,NL,NL
kubernetes,- http:,Not,Not
kubernetes,just proxying is messing up,NL,NL
kubernetes,Doc says restartPolicy applies to all Containers in the Pod. restartPolicy only refers to restarts of the Containers by the kubelet on the same node.,NL,NL
kubernetes,mountPath: /var/config.yml,Not,Not
kubernetes,this is perfect.,NL,NL
kubernetes,"Are you terminating SSL at your ELB in HTTP mode or at your nginx Ingress controller with your ELB in TCP mode? It must be the latter, because ELBs don't supporting proxying WebSocket connections.",NL,NL
kubernetes,matchLabels:,Not,Not
kubernetes,"I have a zombie stateful set. It was installed (along with other resources) using helm and the helm delete --purge failed (not sure helm's involvement matters). But now of course when I try to install that same helm chart it fails because the zombie stateful set still exists. kubectl get statefulsets does _not_ show the zombie, but kubectl get statefulset myzombie does. kubectl delete --force statefulset myzombie seems to just hang. Any advice on how to clear out that zombie definition?",NL,NL
kubernetes,@3molo I can say that it looks interestingNo idea how/why that would occur. kubectl describe pod busybox?,NL,NL
kubernetes,# multi_accept on;,Not,Not
kubernetes,imagePullPolicy: Always,Not,Not
kubernetes,},Not,Not
kubernetes,Ok. I'll have to fix that debian package though as it doesn't include kubeadm,NL,NL
kubernetes,add more nodes before they get overcrowded,NL,NL
kubernetes,TLS,Not,Not
kubernetes,@kdockery doesnt that override a whole directory ?,NL,NL
kubernetes,"@amulholland You understood right! Moreover, I can say that if I use the Wifi adapter to connect to internet k8s hangs as well",NL,NL
kubernetes,How to satisfy Ingress Certificate and Key requirements? Do I need to chain? I am getting error: failed to load key pair tls: private key does not match public key when doing: kubectl create secret tls savvisave-com-tls-secret --key domain.com.key --cert digicert-sha2.pem,NL,NL
kubernetes,kube hpa wtf,Not,NL
kubernetes,"Hi guysWhen I get the memory/usage of a pod from Heapster, in which unit of measurement is it?",NL,NL
kubernetes,"hey all, ive been seeing some oddness with 1.7.8 re: scheduling pods on kubelets that have no more pod IPs left in their pod CIDR",NL,NL
kubernetes,How would I check this?,NL,NL
kubernetes,Oct 26 16:42:19 wnoc-kube-1.novalocal kube-apiserver[29523]: I1026 16:42:19.998081 29523 logs.go:41] http: TLS handshake error from 127.0.0.1:54066: remote error: tls: bad certificate,Not,Not
kubernetes,"i mean alert if node fails, what do you prefer?",NL,NL
kubernetes,"okay,",NL,NL
kubernetes,np,NL,NL
kubernetes,"there you go, dont forget to systemctl daemon-reload andrestart kubelet",NL,NL
kubernetes,Type: GCEPersistentDisk (a Persistent Disk resource in Google Compute Engine),Not,NL
kubernetes,"but i was also messing around with --network, --image and instance size",NL,NL
kubernetes,"@U7P7RBJEA i'm afraid i'm probably not the best person to help, i'm fairly new to k8s so my knowledge is limited",NL,NL
kubernetes,"it is, we've restarted it too",NL,NL
kubernetes,On step 8 (https://github.com/kelseyhightower/kubernetes-the-hard-way/blob/master/docs/08-bootstrapping-kubernetes-controllers.md) I tried running the command kubectl get componentstatuses but it fails. with error Unable to connect to the server: x509: certificate signed by unknown authority I tried running it with --insecure-skip-tls-verify and then I get Error from server (Forbidden): componentstatuses is forbidden: User admin cannot list componentstatuses at the cluster scope,NL,NL
kubernetes,maybe it's something above that's throwing off the interpreter,NL,NL
kubernetes,- backend:,Not,NL
kubernetes,"Ok, I will give it some time longer.",NL,NL
kubernetes,how did you create your configamp?,NL,NL
kubernetes,"hmm, works better now :/",NL,NL
kubernetes,Hello. Anyway to give custom helm fullname?,NL,NL
kubernetes,Are you using kubectl create to apply your YAML file?,NL,NL
kubernetes,"yup for sure, it's a long read but covers pretty much everything",NL,NL
kubernetes,"Hey, guys. Using heapster in two separate clusters using close the standard deploy. Is it possible to have them both populate to a single influxdb for a single grafana dashboard? I'm testing out a testing and staging cluster - as soon as I enabled the new sink on the staging cluster, all the testing cluster's data disappeared.",NL,NL
kubernetes,:),NL,NL
kubernetes,user: admin,Not,Not
kubernetes,following kubernetes the hard way approach,NL,NL
kubernetes,that must be it,NL,NL
kubernetes,@zatricky now I'm wondering...bytes or bits?,NL,NL
kubernetes,doesn't describe give u interesting events?,NL,NL
kubernetes,it's still really WIP,NL,NL
kubernetes,"> it sounds like limiting user access per-namespace isn't really possible? per-namespace access requires role bindings within that namespace, not globbing",NL,NL
kubernetes,I've seen Error pods in normal output anyways so,NL,NL
kubernetes,(at least based on that output it should be /dev/dm-0),NL,NL
kubernetes,"Hi, I'm using HPA and CA (autoscalers), it looks like I have enough nodes (16 cores each) but the pods are not being scheduled and those that are scheduled are not divided evenly between the nodes. It looks like this:",NL,NL
kubernetes,did you deployed the networking addon ?,NL,NL
kubernetes,@pl does tge preStop occur after sending SIGTERM ?,NL,NL
kubernetes,"Hello, guys. I'm struggling to beat a problem with my container which send a request to API and it rejects it with 403. Something like this: 403 Client Error: Forbidden for url: https://10.233.0.1:443/api/v1/namespaces/default/pods?labelSelector=app%3Drabbitmq%2Cenvironment%3Dtesting%2Ctest%3Dtrue RBAC is enabled, but I've created the role which is allowed to get pods.",NL,NL
kubernetes,@tamal thanks,NL,NL
kubernetes,https://github.com/wongnai/kube-slack,Not,Not
kubernetes,@cburdick here.,NL,NL
kubernetes,@lukas.dolezal,NL,NL
kubernetes,Okies thanks,NL,NL
kubernetes,nodeSelector:,Not,NL
kubernetes,"I would like to know this too, as Im a gitlab user as well. I currently just load a kubectl image and apply -f deloyment.yml lol",NL,NL
kubernetes,Found these 2 alternatives. 1) run new relic as a daemonset: https://github.com/kubernetes/examples/blob/master/staging/newrelic/README.md 2) run newrelic in the php pod: https://discuss.newrelic.com/t/can-i-using-apm-php-in-kubernetes/42031,NL,NL
kubernetes,do you have control over the cluster or are u a user? (i don't even know how this is done in k8s...),NL,NL
kubernetes,USER PID %CPU %MEM VSZ RSS TTY STAT START TIME COMMAND,Not,Not
kubernetes,aww yea,NL,NL
kubernetes,"Hi, a question regarding service communication: in a cluster, I have serviceA and serviceB, serviceA can reach out serviceB using serviceB's clusterip:port, now the question is, can serviceA reach serviceB using serviceB's external ip address?",NL,NL
kubernetes,Starting dnsProbe,Not,NL
kubernetes,if you do an exec into the pod and do a whoami what user does it give you?,NL,NL
kubernetes,31s 31s 1 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 30; reason: cpu resource utilization (percentage of request) above target,Not,Not
kubernetes,I've got php-fpm & nginx deployments yeh,NL,NL
kubernetes,rpc error: code = 13 desc = invalid header field value oci runtime error: exec failed: container_linux.go:247: starting container process caused \exec: \\\/bin/ls /ingress-controller/ssl\\\: stat /bin/ls /ingress-controller/ssl: no such file or directory\\n,Not,NL
kubernetes,"We do this as well. Not great. But I would like to use helm instead to deploy app continuously. But the base is the same: build (make the artefact), bake (inject all app configuration), deploy (helm with kube only configuration, and of course secrets, but no configmap, no env variable,...). The no env part is tricky, at least we keep env vars and stuff for some services deployed along side the main app(s), to reuse for instance rabbitmq container and so on",NL,NL
kubernetes,kubectl delete --cascade=false --force=true --now=true statefulset myzombie,Not,Not
kubernetes,gcloud --quiet config set compute/zone ${CLOUDSDK_COMPUTE_ZONE},Not,Not
kubernetes,Error: 'dial tcp 10.200.3.2:8443: getsockopt: no route to host',Not,NL
kubernetes,is there any way to get pre-restart logs from a container that has restarted?,NL,NL
kubernetes,- /bin/sh,Not,Not
kubernetes,Anyone????,NL,NL
kubernetes,gcloud docker -- push gcr.io/${PROJECT_NAME_STG}/${DOCKER_IMAGE_NAME},Not,Not
kubernetes,strategy: {},Not,Not
kubernetes,hmm i could also use helm it still it looks like too complex,NL,NL
kubernetes,client-go - Go client for Kubernetes.,Not,Not
kubernetes,"Ok, I'm getting frustrated with ELK now. To the point that I want to throw it out of the window. What system requirements are needed to make it happy, and keep it running for longer than 24 hours? I'm now getting Out of Java Heap Space errors. Currently set to value: -Xms2000m -Xmx2000m",NL,NL
kubernetes,How can you read those labels normally?,NL,NL
kubernetes,/etc/systemd/system/multi-user.target.wants/docker.service,Not,Not
kubernetes,http or https ???,NL,NL
kubernetes,servicePort: 8091,Not,Not
kubernetes,ok,NL,NL
kubernetes,rewrite /.*\.(jpg|js$|css|html|png|bmp|gif)/(.*) /$1 break;,Not,Not
kubernetes,"hmm, now I'm not sure how to proceed with this tutorial now that I can only make it work in default",NL,NL
kubernetes,@ekarlso https://kubernetes.io/docs/tasks/configure-pod-container/configure-pod-configmap/#add-configmap-data-to-a-specific-path-in-the-volume,NL,NL
kubernetes,- |,Not,Not
kubernetes,"I'm trying to setup kubernetes, running 1.7.x with docker. When I do kubectl run my-nginx --image=nginx, and then try kubectl exec my-nginx-217742694-7xh18 -- printenv, I get Error from server: error dialing backend: dial tcp 127.0.1.1:10250: getsockopt: connection refused",NL,NL
kubernetes,should I create a new PVC with a larger size to mount to the existing node -> do rsync -> restart node to mount to new PVC,NL,NL
kubernetes,and some udp connectiions,NL,NL
kubernetes,"nice, do you know if there is a open source repo with your set up that I could have a look at? I have never made/used any bidirectional sync config",NL,NL
kubernetes,"ideally you're only paged if there's a business impact, or something needs to be addressed _RIGHTNOW_. A pod dying should resolve itself. A node dying should resolve itself. But you want to make sure you're monitoring business metrics and alerting if customers/users are ever impacted.",NL,NL
kubernetes,of *a* pod,NL,NL
kubernetes,kubernetes-labs git:(master)kubectl create -f cron-job.yaml,Not,Not
kubernetes,"what might be some of the reasons why a pod fails to start with command passed as /bin/sh or /bin/bash, when it works properly with standalone docker run docker run -it --entrypoint /bin/bash localhost:2000/app.batch.adapter?",NL,NL
kubernetes,"rather than creating a loadbalancer service, you could have a single ingress controller (there's an nginx one that we used for a short time, we've since moved to istio). Then when you create a new service you want to expose, you just create an ingress resource, Then all your ingress traffic to the cluster goes through a single loadbalancer connected to the ingress controller inside the cluster.",NL,NL
kubernetes,Current attempt: ~~~ spec: containers: - image: gcr.io/my-project/my-app:latest name: my-app securityContext: privileged: true capabilities: add: - SYS_ADMIN lifecycle: postStart: exec: command: - sh - -c - > su www-root,Not,Not
kubernetes,this is a great place to start. Thank you so much!,NL,NL
kubernetes,Current attempt:,Not,NL
kubernetes,user:,Not,NL
kubernetes,Where can I take them so my developer team will have access? Do you know any example which I can refer?,NL,NL
kubernetes,"@high_on_bananas sorry, it's not working. Even $ curl -l 10.10.10.222:5432 is not working.",NL,NL
kubernetes,"@amulholland sorry, changed company since. that image is on the internal net",NL,NL
kubernetes,"yeah, I'd heard the claim that Helm could do full CI/CD",NL,NL
kubernetes,Is the 0.1 address the IP of the pod?,NL,NL
kubernetes,"Yeah thats the problem @foxie You can stick a camera down all you like, but really how many checks are amazon actually doing on their delivery drivers",NL,NL
kubernetes,"@3molo seems wired, but try to specify the full path to sh e.g. /bin/sh",NL,NL
kubernetes,Lol,NL,NL
kubernetes,@jpweber no at all,NL,NL
kubernetes,"@hubt thanks, let me give a try!",NL,NL
kubernetes,I did and it looks ok imo,NL,NL
kubernetes,"Right, but what hostnames is the cert valid for, and is the Ingress's host one of those valid hosts?",NL,NL
kubernetes,healths check failed [[kube-probe/1.8] 127.0.0.1:53240,Not,NL
kubernetes,which file do i need to base63-encode to connect from gitlab to k8s?,NL,NL
kubernetes,?,NL,NL
kubernetes,"No nodes are available that match all of the predicates: MatchNodeSelector (4), PodToleratesNodeTaints (3).",NL,NL
kubernetes,"btw tested out cri-o project today instead of docker, it's still really WIP",NL,NL
kubernetes,that link is always for current version,NL,NL
kubernetes,I copied the same pod yaml as given on that page,NL,NL
kubernetes,YAML,NL,Not
kubernetes,Thanks @amulholland,NL,NL
kubernetes,Hi @walteraa did you configure DNS server to resolve these entries ?,NL,NL
kubernetes,Limiting a ES node to 500m CPU?,NL,NL
kubernetes,that helps a lot,NL,NL
kubernetes,22h 1s 9 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 15,Not,NL
kubernetes,revisionHistoryLimit: 5,Not,Not
kubernetes,"Hi, everyone",NL,NL
kubernetes,a Persistent Disk resource in Google Compute Engine,NL,NL
kubernetes,you need an ingress controller,NL,NL
kubernetes,22h 4m 2 horizontal-pod-autoscaler Normal SuccessfulRescale New size: 16,Not,NL
kubernetes,very little info to tell what's going on. one possible scenario is the svc selector is to broad and hits different pods/deployments in a round-robin fashion,NL,NL
kubernetes,^--,Not,Not
kubernetes,Oct 26 20:19:43 test2-minion-8IcjE kubelet-wrapper[5596]: I1026 20:19:43.243413 5596 aws.go:810] Zone not specified in configuration file,Not,Not
kubernetes,"@tamal look at the objects in a collection of files (e.g., in a directory) and validate them",NL,NL
kubernetes,"Hello, is there any GitHub with a beginner's tutorial that you indicate?",NL,NL
kubernetes,"I have an intermediary container that receives uploads and then uploads to S3 (We are working on uploading to s3 directly, but the legacy is this way now). Sometimes there is an issue with the upload and the file gets stuck on the container. Is there an easy way to clean out these files every 90 minutes?",NL,NL
kubernetes,@mdavidsen I've seen you around every time I've been lurking here.. what's you take on this:,NL,NL
kubernetes,@U7FCJNU58 can you show the output of kubectl describe svc/foot-test-svc?,NL,NL
